From Date,To Date,T,TM,Tm,SLP,H,PP,VV,V,VM
7-june-2018-00:00,8-june-2018-00:00,35.8,40.8,29.2,997,53,0,1.9,6.5,11.1,
8-june-2018-00:00,9-june-2018-00:00,35.2,41.4,32,994.3,55,0,1.9,11.3,18.3,
9-june-2018-00:00,10-june-2018-00:00,30.3,40.5,25.6,995.1,75,5.08,1.4,11.5,33.5,
10-june-2018-00:00,11-june-2018-00:00,33,40.1,23.4,994.6,58,0,2.6,3.9,9.4,
11-june-2018-00:00,12-june-2018-00:00,35.6,40.4,29.8,991.9,45,0,1.9,9.1,18.3,
12-june-2018-00:00,13-june-2018-00:00,37,41,30.5,989.8,46,0,1.9,14.1,29.4,
13-june-2018-00:00,14-june-2018-00:00,37.8,41.7,34,990.4,41,0,1.6,19.4,33.5,
14-june-2018-00:00,15-june-2018-00:00,36.8,41.2,33,992.5,41,0,1.6,16.9,25.9,
15-june-2018-00:00,16-june-2018-00:00,36.7,40.5,33.4,994.7,43,0,1.9,17.4,27.8,
16-june-2018-00:00,17-june-2018-00:00,35.1,40.6,32.2,997.2,52,0,1.9,13.5,33.5,
17-june-2018-00:00,18-june-2018-00:00,32.1,40,28.2,998.5,59,0,1.9,10.9,18.3,
18-june-2018-00:00,19-june-2018-00:00,32.8,36.8,27.9,998.8,53,0,1.9,8.5,20.6,
19-june-2018-00:00,20-june-2018-00:00,34.2,39.4,26.5,998.2,49,0,2.6,5.9,16.5,
20-june-2018-00:00,21-june-2018-00:00,35.2,40.2,29.8,998.9,55,0,2.6,1.9,5.4,
21-june-2018-00:00,22-june-2018-00:00,36.2,41.9,30.9,998.2,50,0,1.9,3.5,11.1,
22-june-2018-00:00,23-june-2018-00:00,36.1,42,30,997.3,44,0,1.9,3,11.1,
23-june-2018-00:00,24-june-2018-00:00,36.6,42.5,31.6,996.8,42,0,1.9,3.7,7.6,
24-june-2018-00:00,25-june-2018-00:00,36.5,42.4,31.6,995.9,44,0,2.6,4.8,14.8,
25-june-2018-00:00,26-june-2018-00:00,36.6,42.2,32.6,993.8,42,0,2.1,11.3,31.7,
26-june-2018-00:00,27-june-2018-00:00,32.4,42.7,30.7,995.5,59,0,1.9,5.4,11.1,
27-june-2018-00:00,28-june-2018-00:00,30.3,37.5,26.2,997.8,76,3.05,1.9,10.2,18.3,
28-june-2018-00:00,29-june-2018-00:00,29.9,37.5,24.2,998.9,78,20.07,1.9,11.5,18.3,
29-june-2018-00:00,30-june-2018-00:00,30.7,35.2,27.9,998.6,77,1.02,1.9,11.1,24.1,
30-june-2018-00:00,31-june-2018-00:00,31.3,35.6,27.5,999,75,9.91,1.9,4.8,11.1,
1-july-2018-00:00,2-july-2018-00:00,32.6,36.2,29,997.2,68,0,1.9,11.9,22.2,
2-july-2018-00:00,3-july-2018-00:00,31.2,37.4,24.4,995.6,66,22.1,2.9,12,24.1,
3-july-2018-00:00,4-july-2018-00:00,32.1,37.8,23.6,995.7,70,0,2.3,6.3,13,
4-july-2018-00:00,5-july-2018-00:00,31.7,36.7,27.4,996.6,68,5.08,1.9,5.4,11.1,
5-july-2018-00:00,6-july-2018-00:00,32.2,36.8,28.6,997.9,69,0,1.9,4.4,11.1,
6-july-2018-00:00,7-july-2018-00:00,32.9,37.3,27.8,997.4,61,0,2.6,4.8,11.1,
7-july-2018-00:00,8-july-2018-00:00,33.7,37.8,28.2,997,59,0,1.9,3.1,14.8,
8-july-2018-00:00,9-july-2018-00:00,35.2,39.4,28.5,995.6,55,0,3.1,3.3,7.6,
9-july-2018-00:00,10-july-2018-00:00,33.4,40.1,30.8,996.1,71,0,1.9,9.4,14.8,
10-july-2018-00:00,11-july-2018-00:00,34.1,40.1,29.2,996.2,66,0,1.9,10,16.5,
11-july-2018-00:00,12-july-2018-00:00,32.3,39.1,29.6,995.6,72,0,1.9,6.5,11.1,
12-july-2018-00:00,13-july-2018-00:00,32.4,36.7,28.6,995.5,72,0,2.7,7.8,14.8,
13-july-2018-00:00,14-july-2018-00:00,29.3,37.8,26.2,996.9,85,54.1,1.9,3.7,9.4,
14-july-2018-00:00,15-july-2018-00:00,30.3,34.2,25.4,996.2,82,0,1.9,3.7,11.1,
15-july-2018-00:00,16-july-2018-00:00,31.8,35.2,27.6,996.2,77,0,1.9,5.6,11.1,
16-july-2018-00:00,17-july-2018-00:00,29.8,35.4,28.4,996.6,91,32,1.9,4.6,9.4,
17-july-2018-00:00,18-july-2018-00:00,32.6,35.6,28,996.7,73,0,2.7,1.9,5.4,
18-july-2018-00:00,19-july-2018-00:00,32.9,37.2,28.6,997.4,71,0,1.9,7.2,11.1,
19-july-2018-00:00,20-july-2018-00:00,32.8,37.3,28.8,996.9,73,0,2.6,5.2,11.1,
20-july-2018-00:00,21-july-2018-00:00,29.2,37.8,26,996.8,87,23.88,1.9,1.9,5.4,
21-july-2018-00:00,22-july-2018-00:00,29.2,33.4,27,997.3,89,7.11,1.9,2.8,7.6,
22-july-2018-00:00,23-july-2018-00:00,29,34.4,26,997.6,91,18.03,1.9,3.5,9.4,
23-july-2018-00:00,24-july-2018-00:00,30.7,34.6,26.2,997.4,79,0,1.9,4.8,11.1,
24-july-2018-00:00,25-july-2018-00:00,32.4,36.4,28.2,997.5,72,0,1.9,3.5,7.6,
25-july-2018-00:00,26-july-2018-00:00,29.5,36.7,28,997.3,84,1.02,1.9,3.9,9.4,
26-july-2018-00:00,27-july-2018-00:00,26.9,32.2,25.8,997.6,95,5.08,1.9,6.5,11.1,
27-july-2018-00:00,28-july-2018-00:00,26.7,28.7,25.2,996.7,95,45.97,1.9,3.1,13,
28-july-2018-00:00,29-july-2018-00:00,28.2,31.8,25.4,997.5,86,3.05,1.9,5.6,20.6,
29-july-2018-00:00,30-july-2018-00:00,30.3,34.4,25.4,997.6,76,5.08,2.6,6.1,11.1,
30-july-2018-00:00,31-july-2018-00:00,30.9,34.8,23,997.3,77,24.89,2.7,5.7,14.8,
31-july-2018-00:00,32-july-2018-00:00,30,34.5,27.2,997,76,0,1.9,8.3,14.8,
1-aug-2018-00:00,2-aug-2018-00:00,31.5,35,26,997,71,0.51,2.7,5,14.8,
2-aug-2018-00:00,3-aug-2018-00:00,32.1,35.6,28.2,998.3,67,0,2.3,13,22.2,
3-aug-2018-00:00,4-aug-2018-00:00,31.5,35.8,28.2,998.6,68,0,2.3,11.7,22.2,
4-aug-2018-00:00,5-aug-2018-00:00,32.3,35.4,28.2,998.3,64,0,1.9,11.9,18.3,
5-aug-2018-00:00,6-aug-2018-00:00,29.7,36,26.8,998.9,79,0,1.9,11.3,20.6,
6-aug-2018-00:00,7-aug-2018-00:00,28.2,33.2,26.6,999.2,85,3.05,1.9,0.6,3.5,
7-aug-2018-00:00,8-aug-2018-00:00,28.2,31.8,26.4,999.2,89,2.03,1.9,2.6,7.6,
8-aug-2018-00:00,9-aug-2018-00:00,30.4,33.4,26.5,999.9,83,4.06,1.9,4.6,9.4,
9-aug-2018-00:00,10-aug-2018-00:00,32,35.4,27.6,1001.8,73,0.51,2.3,4.6,14.8,
10-aug-2018-00:00,11-aug-2018-00:00,30.7,36.5,28.3,1000.1,84,0,2.3,1.9,9.4,
11-aug-2018-00:00,12-aug-2018-00:00,32.1,35.8,27.6,996.5,72,44.96,1.9,9.8,14.8,
12-aug-2018-00:00,13-aug-2018-00:00,30.4,35.3,26.8,995.4,77,1.02,1.9,5.4,9.4,
13-aug-2018-00:00,14-aug-2018-00:00,30.4,33.2,27.6,997.1,78,7.87,1.9,1.7,7.6,
14-aug-2018-00:00,15-aug-2018-00:00,30.8,34.4,27.4,997.6,80,0.51,2.3,4.3,9.4,
15-aug-2018-00:00,16-aug-2018-00:00,31.1,35.3,28.4,999.9,73,8.89,2.6,5.6,14.8,
16-aug-2018-00:00,17-aug-2018-00:00,30.6,35.6,27.6,1000.6,79,0,2.3,4.3,18.3,
17-aug-2018-00:00,18-aug-2018-00:00,31.5,35.6,27.9,998.3,78,3.05,1.9,7.4,16.5,
18-aug-2018-00:00,19-aug-2018-00:00,30.4,36.2,27.8,998.1,81,0,1.9,2,7.6,
19-aug-2018-00:00,20-aug-2018-00:00,28.5,36.3,26.6,998.4,91,5.08,1.9,0,-,
20-aug-2018-00:00,21-aug-2018-00:00,30,33.6,25.9,999.8,83,40.89,1.9,4.3,9.4,
21-aug-2018-00:00,22-aug-2018-00:00,31.7,36.4,26.2,999.2,73,0,1.9,4.6,9.4,
22-aug-2018-00:00,23-aug-2018-00:00,30.9,36.8,28.8,998.7,79,0.51,1.9,4.3,9.4,
23-aug-2018-00:00,24-aug-2018-00:00,29.6,35.8,27.2,999.8,83,5.08,2.3,8.5,13,
24-aug-2018-00:00,25-aug-2018-00:00,30.4,34,27.2,999.1,76,0,3.1,10.9,16.5,
25-aug-2018-00:00,26-aug-2018-00:00,30.3,34.4,27,998.5,73,0,2.6,11.3,24.1,
26-aug-2018-00:00,27-aug-2018-00:00,31,34.2,27,998,73,0,3.2,7.8,24.1,
27-aug-2018-00:00,28-aug-2018-00:00,29.6,34.9,26.5,999.8,83,2.03,2.6,2.6,9.4,
28-aug-2018-00:00,29-aug-2018-00:00,28.4,32.7,26,1001.3,92,50.04,1.9,3.1,11.1,
29-aug-2018-00:00,30-aug-2018-00:00,28.7,31.7,26.3,1001.9,88,11.94,1.9,0.9,3.5,
30-aug-2018-00:00,31-aug-2018-00:00,30.9,34.4,26.3,999.1,78,16,1.9,4.6,7.6,
31-aug-2018-00:00,32-aug-2018-00:00,30.9,35.1,28,1000,76,0,2.3,4.8,11.1,
1-sept-2018-00:00,2-sept-2018-00:00,27.1,34,23.5,1002.6,93,24.89,1.8,4.8,16.5,
2-sept-2018-00:00,3-sept-2018-00:00,26.7,29.4,25,1002.3,92,24.89,1.9,4.6,11.1,
3-sept-2018-00:00,4-sept-2018-00:00,26.7,29,25.6,1002.4,95,36.07,1.6,0.4,3.5,
4-sept-2018-00:00,5-sept-2018-00:00,27,29.6,25.1,1002.8,93,41.91,1.6,0.9,3.5,
5-sept-2018-00:00,6-sept-2018-00:00,28.1,30.4,23.8,1002.4,86,9.91,2.1,5.4,14.8,
6-sept-2018-00:00,7-sept-2018-00:00,30.2,35.6,25.2,1001.6,74,2.03,2.1,7,14.8,
7-sept-2018-00:00,8-sept-2018-00:00,28.3,34.6,24.6,1003.2,86,20.07,2.1,1.7,9.4,
8-sept-2018-00:00,9-sept-2018-00:00,28.7,34.1,25.5,1003.5,83,2.03,2.6,9.3,22.2,
9-sept-2018-00:00,10-sept-2018-00:00,28.6,33.6,25,1005.2,80,6.1,3.1,8.1,11.1,
10-sept-2018-00:00,11-sept-2018-00:00,28.7,32.7,24.8,1006.8,81,0,1.9,4.3,7.6,
11-sept-2018-00:00,12-sept-2018-00:00,30.2,33.8,26,1005.3,76,0,2.7,8.7,11.1,
12-sept-2018-00:00,13-sept-2018-00:00,30.4,34.3,26.5,1002.6,70,0,2.6,13,22.2,
13-sept-2018-00:00,14-sept-2018-00:00,30.3,33.6,26.5,1003.3,67,0,2.6,13,18.3,
14-sept-2018-00:00,15-sept-2018-00:00,29.5,34.4,22.2,1005.7,70,0,3.4,7,14.8,
15-sept-2018-00:00,16-sept-2018-00:00,30.6,34.6,25.5,1007.3,60,0,4,8.1,13,
16-sept-2018-00:00,17-sept-2018-00:00,29.6,34.6,25.5,1005.8,68,0,2.7,5,14.8,
17-sept-2018-00:00,18-sept-2018-00:00,-,-,-,-,-,-,-,-,-,
18-sept-2018-00:00,19-sept-2018-00:00,30.2,34.8,25.2,1004.7,61,0,3.4,4.8,14.8,
19-sept-2018-00:00,20-sept-2018-00:00,28.7,35.2,23.2,1004.7,68,0,3.4,3.1,11.1,
20-sept-2018-00:00,21-sept-2018-00:00,30,35.4,24,1005.2,66,0,2.7,2.8,7.6,
21-sept-2018-00:00,22-sept-2018-00:00,28.3,35.7,23.8,1008,75,0,2.6,9.1,14.8,
22-sept-2018-00:00,23-sept-2018-00:00,25.8,34,22.2,1008,91,26.92,1.9,10.9,18.3,
23-sept-2018-00:00,24-sept-2018-00:00,27.3,30.2,25,1007.6,86,2.03,1.9,16.5,88.9,
24-sept-2018-00:00,25-sept-2018-00:00,-,-,-,-,-,-,-,-,-,
25-sept-2018-00:00,26-sept-2018-00:00,24.2,27.8,22,1007.4,90,12.95,1.8,4.8,11.1,
26-sept-2018-00:00,27-sept-2018-00:00,27.1,32.2,22,1007.1,77,0.25,3.5,4.3,13,
27-sept-2018-00:00,28-sept-2018-00:00,28,33.2,22.6,1007.8,75,0,2.7,2.4,7.6,
28-sept-2018-00:00,29-sept-2018-00:00,29.3,35.4,23.2,1008.3,63,0,2.6,2,11.1,
29-sept-2018-00:00,30-sept-2018-00:00,28.9,35.5,23.4,1009.1,65,0,2.3,2.6,11.1,
30-sept-2018-00:00,31-sept-2018-00:00,28.1,35.2,24.2,1008.4,65,0,2.6,4.3,14.8,
1-oct-2018-00:00,2-oct-2018-00:00,28.2,34.8,22.2,1008.4,66,0,2.7,2.6,9.4,
2-oct-2018-00:00,3-oct-2018-00:00,28.7,35.2,22.5,1008.8,63,0,2.6,0.4,3.5,
3-oct-2018-00:00,4-oct-2018-00:00,28.8,35.6,22.5,1008.5,59,0,2.6,0.4,3.5,
4-oct-2018-00:00,5-oct-2018-00:00,28.6,36,23.4,1010,63,0,1.9,2.4,7.6,
5-oct-2018-00:00,6-oct-2018-00:00,27.8,35.5,22.4,1010.9,67,0,1.9,1.5,5.4,
6-oct-2018-00:00,7-oct-2018-00:00,27.1,35.2,21,1010.6,61,0,3.2,2.6,7.6,
7-oct-2018-00:00,8-oct-2018-00:00,26.4,34.6,20.2,1010,63,0,2.3,1.9,7.6,
8-oct-2018-00:00,9-oct-2018-00:00,27.5,34.8,20.1,1008.1,63,0,1.9,2,9.4,
9-oct-2018-00:00,10-oct-2018-00:00,27.8,35.3,22.4,1007.4,66,0,1.9,3.7,9.4,
10-oct-2018-00:00,11-oct-2018-00:00,28.8,35.5,23,1008,66,0,2.3,5,7.6,
11-oct-2018-00:00,12-oct-2018-00:00,25.3,34.6,20.2,1010.7,64,0,1.9,9.4,35.2,
12-oct-2018-00:00,13-oct-2018-00:00,24.8,32.3,17.5,1012.3,60,0,1.9,1.1,5.4,
13-oct-2018-00:00,14-oct-2018-00:00,23.8,32.4,16.6,1012.7,62,0,1.8,0,-,
14-oct-2018-00:00,15-oct-2018-00:00,24.2,31.8,17.3,1011.6,58,0,2.6,5.4,14.8,
15-oct-2018-00:00,16-oct-2018-00:00,25.7,32.5,17,1012.1,58,0,2.6,3,9.4,
16-oct-2018-00:00,17-oct-2018-00:00,26.2,34.2,18.5,1011,63,0,1.9,1.5,7.6,
17-oct-2018-00:00,18-oct-2018-00:00,25.6,34.4,19.2,1009.6,59,0,2.3,2.6,7.6,
18-oct-2018-00:00,19-oct-2018-00:00,27.2,34.7,18,1009.4,58,0,2.6,3.3,9.4,
19-oct-2018-00:00,20-oct-2018-00:00,27.1,34,17.8,1011,54,0,2.3,2.8,9.4,
20-oct-2018-00:00,21-oct-2018-00:00,26,33.8,17.4,1013.8,52,0,2.4,2,7.6,
21-oct-2018-00:00,22-oct-2018-00:00,24.8,32.9,17,-,54,0,2.6,3.3,13,
22-oct-2018-00:00,23-oct-2018-00:00,24.5,31,15.3,1013.1,48,0,3.1,7.4,22.2,
23-oct-2018-00:00,24-oct-2018-00:00,24.8,32,16,1013.3,49,0,2.9,2.2,5.4,
24-oct-2018-00:00,25-oct-2018-00:00,25.9,33,16.1,1013.1,54,0,2.4,2.4,7.6,
25-oct-2018-00:00,26-oct-2018-00:00,24.5,32.5,15,1014.8,58,0,2.4,2,7.6,
26-oct-2018-00:00,27-oct-2018-00:00,24.2,32.4,15.8,1016.8,59,0,2.1,0.6,5.4,
27-oct-2018-00:00,28-oct-2018-00:00,24.2,31,15.6,1016.7,62,0,1.9,2.4,9.4,
28-oct-2018-00:00,29-oct-2018-00:00,25,32,15.6,-,53,0,1.9,4.4,9.4,
29-oct-2018-00:00,30-oct-2018-00:00,24.2,32.1,15.5,1014.8,60,0,1.9,3.9,13,
30-oct-2018-00:00,31-oct-2018-00:00,24.3,31.1,16.5,1015.5,63,0,1.6,1.9,5.4,
31-oct-2018-00:00,32-oct-2018-00:00,24.1,31,16,1015.3,63,0,1.6,2.2,10.7,
